AirportName,Number of Departures,Number of Connections,Year,Lat Airport,Lng Airport,Provinces
LANDSDOWNE HOUSE,989,4,2011,52.197559,-87.9351437,ON
LESTER B. PEARSON,184538,396,2009,43.67771760000001,-79.6248197,ON
ALMA,310,2,2011,43.323929,-84.6883677,ON
SAULT STE-MARIE,4203,5,2016,46.485279,-84.500438,ON
DRYDEN,1173,5,2017,49.8317438,-92.7445381,ON
WINDSOR,3028,3,2011,42.2715029,-82.9582822,ON
NAKINA,1044,2,2010,50.1830527,-86.69728219999999,ON
KINGSTON,2352,2,2011,44.22349,-76.599458,ON
HAMILTON,2651,22,2014,43.1685644,-79.9288234,ON
KAPUSKASING,1062,3,2012,49.418308,-82.4701367,ON
FORT SEVERN,313,2,2015,56.0186303,-87.67922539999999,ON
SUDBURY,5531,8,2018,46.6228445,-80.7956531,ON
FORT ALBANY,618,2,2014,52.2052291,-81.6882971,ON
OTTAWA INTL,37017,60,2007,45.319212,-75.66916520000001,ON
DRYDEN,2000,4,2009,49.8317438,-92.7445381,ON
GILLAM,828,2,2009,56.357051,-94.705728,ON
BIG TROUT LAKE,1102,10,2004,53.818763,-89.83509289999999,ON
KASABONIKA,389,5,2017,53.524722,-88.642778,ON
SANDY LAKE,1094,5,2011,53.0641646,-93.3444368,ON
PEAWANUCK,103,1,2011,54.98932600000001,-85.43906609999999,ON
NEMISCAU,514,2,2011,51.69103699999999,-76.13552589999999,ON
RED LAKE,3183,11,2007,51.0669864,-93.7941053,ON
SARNIA,1186,1,2014,42.9932232,-82.3062709,ON
WEMINDJI,676,2,2011,53.01061259999999,-78.8309781,ON
MOOSONEE,967,2,2011,51.2897031,-80.6127405,ON
ATTAWAPISKAT,411,2,2011,52.9265542,-82.4304748,ON
FORT ALBANY,764,2,2004,52.2052291,-81.6882971,ON
DRYDEN,2029,6,2012,49.8317438,-92.7445381,ON
REPULSE BAY,684,5,2011,43.67771760000001,-79.6248197,ON
GILLAM,567,2,2011,56.357051,-94.705728,ON
KAPUSKASING,1112,1,2011,49.418308,-82.4701367,ON
THUNDER BAY,10432,17,2018,48.37426019999999,-89.3194986,ON
SIOUX LOOKOUT,7896,21,2011,50.1151029,-91.9027131,ON
TIMMINS,4437,4,2011,48.566513,-81.37204299999999,ON
SUDBURY,7708,10,2011,46.6228445,-80.7956531,ON
RED LAKE,3181,10,2016,51.0669864,-93.7941053,ON
KITCHENER,2066,3,2011,43.4557903,-80.3858475,ON
DRYDEN,1955,8,2011,49.8317438,-92.7445381,ON
FORT FRANCES,1221,2,2011,48.654167,-93.439722,ON
HOLMAN,310,2,2011,44.9334686,-93.0601241,ON
PICKLE LAKE,471,3,2013,51.44695249999999,-90.21150349999999,ON
GATINEAU,146,2,2017,45.5209515,-75.56147469999999,ON
FORT HOPE,864,4,2013,51.561711,-87.906953,ON
VAL D'OR,2690,8,2015,48.05348799999999,-77.783177,ON
KUUJJUARAPIK,1219,5,2011,55.2828293,-77.7581727,ON
VAL D'OR,2588,9,2016,48.05348799999999,-77.783177,ON
THUNDER BAY,11015,21,2011,48.37426019999999,-89.3194986,ON
OTTAWA INTL,46273,88,2011,45.319212,-75.66916520000001,ON
LESTER B. PEARSON,192335,373,2011,43.67771760000001,-79.6248197,ON
SACHIGO LAKE,549,3,2010,53.0641646,-93.3444368,ON
PICKLE LAKE,494,2,2010,51.44695249999999,-90.21150349999999,ON
SARNIA,1153,1,2010,42.9932232,-82.3062709,ON
NAKINA,1035,2,2005,50.1830527,-86.69728219999999,ON
ALMA,100,2,2010,43.323929,-84.6883677,ON
KASABONIKA,841,5,2010,53.524722,-88.642778,ON
WEBEQUIE,1425,5,2010,52.962098,-87.373893,ON
GODS NARROWS,1237,8,2018,54.5534811,-94.4816864,ON
FORT HOPE,2668,6,2010,51.561711,-87.906953,ON
FORT FRANCES,1210,2,2010,48.654167,-93.439722,ON
ATTAWAPISKAT,414,2,2013,52.9265542,-82.4304748,ON
KINGSTON,2462,2,2010,44.22349,-76.599458,ON
WEBEQUIE,2076,10,2008,52.962098,-87.373893,ON
SUDBURY,5936,9,2003,46.6228445,-80.7956531,ON
KASABONIKA,1150,7,2009,53.524722,-88.642778,ON
OTTAWA INTL,41565,73,2008,45.319212,-75.66916520000001,ON
STE THERESE POINT,65923,140,2015,53.8566437,-94.6524738,ON
NEMISCAU,516,2,2010,51.69103699999999,-76.13552589999999,ON
MOOSONEE,1089,3,2010,51.2897031,-80.6127405,ON
WASKAGANISH,1250,5,2010,51.4756741,-78.751764,ON
ATTAWAPISKAT,411,2,2010,52.9265542,-82.4304748,ON
SAULT STE-MARIE,5903,8,2012,46.485279,-84.500438,ON
KAPUSKASING,1403,1,2008,49.418308,-82.4701367,ON
HAMILTON,3321,14,2010,43.1685644,-79.9288234,ON
GILLAM,568,2,2010,56.357051,-94.705728,ON
PIKANGIKUM,1036,6,2003,51.820011,-93.974114,ON
FORT HOPE,1758,3,2006,51.561711,-87.906953,ON
TIMMINS,4519,4,2010,48.566513,-81.37204299999999,ON
SAULT STE-MARIE,4555,3,2010,46.485279,-84.500438,ON
EASTMAIN,622,2,2008,52.23078460000001,-78.5195816,ON
SANIKILUAQ,248,2,2010,56.53598599999999,-79.2461486,ON
VAL D'OR,2614,8,2014,48.05348799999999,-77.783177,ON
LANDSDOWNE HOUSE,389,4,2016,52.197559,-87.9351437,ON
HOLMAN,260,2,2008,44.9334686,-93.0601241,ON
SUDBURY,8113,6,2005,46.6228445,-80.7956531,ON
LESTER B. PEARSON,189365,383,2010,43.67771760000001,-79.6248197,ON
UMIUJAQ,598,2,2009,56.5392892,-76.5204693,ON
SACHIGO LAKE,730,3,2009,53.0641646,-93.3444368,ON
PIKANGIKUM,1351,6,2009,51.820011,-93.974114,ON
PICKLE LAKE,737,7,2009,51.44695249999999,-90.21150349999999,ON
WEMINDJI,379,3,2018,53.01061259999999,-78.8309781,ON
MUSKRAT DAM,852,3,2009,53.44177089999999,-91.761989,ON
HOLMAN,312,2,2010,44.9334686,-93.0601241,ON
GATINEAU,42,1,2009,45.5209515,-75.56147469999999,ON
SACHIGO LAKE,829,7,2008,53.0641646,-93.3444368,ON
GODS RIVER,110,4,2009,54.838142,-94.0564339,ON
WEBEQUIE,1939,9,2009,52.962098,-87.373893,ON
FORT HOPE,3172,6,2009,51.561711,-87.906953,ON
TIMMINS,4727,7,2015,48.566513,-81.37204299999999,ON
OTTAWA INTL,39497,110,2014,45.319212,-75.66916520000001,ON
FORT SEVERN,243,4,2004,56.0186303,-87.67922539999999,ON
ROUYN,1558,4,2009,48.2119059,-78.8292605,ON
SANDY LAKE,1097,5,2012,53.0641646,-93.3444368,ON
KITCHENER,345,2,2017,43.4557903,-80.3858475,ON
FORT SEVERN,352,4,2003,56.0186303,-87.67922539999999,ON
SANDY LAKE,958,9,2015,53.0641646,-93.3444368,ON
OTTAWA INTL,32091,60,2005,45.319212,-75.66916520000001,ON
KENORA,1323,6,2004,49.7867097,-94.3657982,ON
WEMINDJI,622,2,2003,53.01061259999999,-78.8309781,ON
KINGSTON,2700,4,2009,44.22349,-76.599458,ON
EASTMAIN,620,2,2009,52.23078460000001,-78.5195816,ON
VAL D'OR,2170,6,2009,48.05348799999999,-77.783177,ON
KAPUSKASING,1109,1,2010,49.418308,-82.4701367,ON
NEMISCAU,518,2,2009,51.69103699999999,-76.13552589999999,ON
ROUYN,1495,3,2011,48.2119059,-78.8292605,ON
MUSKRAT DAM,858,6,2003,53.44177089999999,-91.761989,ON
WEMINDJI,620,2,2009,53.01061259999999,-78.8309781,ON
WASKAGANISH,1290,5,2009,51.4756741,-78.751764,ON
SHAMATTAWA,682,3,2017,55.85942,-92.08208599999999,ON
HAMILTON,3842,21,2009,43.1685644,-79.9288234,ON
KENORA,1234,3,2005,49.7867097,-94.3657982,ON
NEMISCAU,516,2,2006,51.69103699999999,-76.13552589999999,ON
WEBEQUIE,379,4,2015,52.962098,-87.373893,ON
SIOUX LOOKOUT,8474,21,2009,50.1151029,-91.9027131,ON
SUDBURY,8016,6,2009,46.6228445,-80.7956531,ON
ATTAWAPISKAT,429,2,2005,52.9265542,-82.4304748,ON
RED LAKE,3787,8,2009,51.0669864,-93.7941053,ON
KENORA,1668,4,2009,49.7867097,-94.3657982,ON
NORTH BAY,2952,4,2013,46.3572071,-79.4270197,ON
KITCHENER,1721,3,2009,43.4557903,-80.3858475,ON
ROUYN,1692,4,2008,48.2119059,-78.8292605,ON
SAULT STE-MARIE,4333,3,2009,46.485279,-84.500438,ON
SACHIGO LAKE,574,2,2013,53.0641646,-93.3444368,ON
HOLMAN,299,3,2009,44.9334686,-93.0601241,ON
BIG TROUT LAKE,1480,8,2009,53.818763,-89.83509289999999,ON
FORT HOPE,3228,9,2008,51.561711,-87.906953,ON
VAL D'OR,2481,9,2003,48.05348799999999,-77.783177,ON
THUNDER BAY,9884,23,2004,48.37426019999999,-89.3194986,ON
SANIKILUAQ,155,1,2009,56.53598599999999,-79.2461486,ON
SIOUX LOOKOUT,5831,25,2003,50.1151029,-91.9027131,ON
REPULSE BAY,435,5,2010,43.67771760000001,-79.6248197,ON
KUUJJUARAPIK,1328,8,2009,55.2828293,-77.7581727,ON
LANDSDOWNE HOUSE,261,2,2018,52.197559,-87.9351437,ON
KINGSTON,2844,3,2007,44.22349,-76.599458,ON
THUNDER BAY,12137,19,2009,48.37426019999999,-89.3194986,ON
OTTAWA INTL,41439,73,2009,45.319212,-75.66916520000001,ON
GODS RIVER,1377,7,2008,54.838142,-94.0564339,ON
CAT LAKE,574,2,2012,51.7265404,-91.8282928,ON
HOLMAN,312,3,2013,44.9334686,-93.0601241,ON
OTTAWA INTL,43686,84,2010,45.319212,-75.66916520000001,ON
TIMMINS,4468,8,2016,48.566513,-81.37204299999999,ON
FORT FRANCES,1226,2,2008,48.654167,-93.439722,ON
PICKLE LAKE,872,7,2008,51.44695249999999,-90.21150349999999,ON
GATINEAU,89,1,2008,45.5209515,-75.56147469999999,ON
UMIUJAQ,483,3,2007,56.5392892,-76.5204693,ON
LANDSDOWNE HOUSE,2303,4,2009,52.197559,-87.9351437,ON
ISLAND LAKE/GARDEN HILL,1988,2,2008,41.9741625,-87.9073214,ON
SHAMATTAWA,64,1,2010,55.85942,-92.08208599999999,ON
PEAWANUCK,103,1,2008,54.98932600000001,-85.43906609999999,ON
LESTER B. PEARSON,199197,428,2013,43.67771760000001,-79.6248197,ON
DRYDEN,2303,6,2003,49.8317438,-92.7445381,ON
EASTMAIN,624,2,2016,52.23078460000001,-78.5195816,ON
MOOSONEE,894,3,2018,51.2897031,-80.6127405,ON
SHAMATTAWA,829,6,2008,55.85942,-92.08208599999999,ON
PICKLE LAKE,510,2,2011,51.44695249999999,-90.21150349999999,ON
GODS RIVER,1340,7,2007,54.838142,-94.0564339,ON
TIMMINS,4602,4,2007,48.566513,-81.37204299999999,ON
OTTAWA INTL,33896,67,2004,45.319212,-75.66916520000001,ON
KASABONIKA,1196,9,2008,53.524722,-88.642778,ON
HAMILTON,5279,39,2018,43.1685644,-79.9288234,ON
ROUYN,1970,7,2014,48.2119059,-78.8292605,ON
RED SUCKER LAKE,991,1,2007,54.1689608,-93.563234,ON
KINGSTON,2954,2,2008,44.22349,-76.599458,ON
GODS NARROWS,1979,6,2008,54.5534811,-94.4816864,ON
GILLAM,642,2,2008,56.357051,-94.705728,ON
BIG TROUT LAKE,995,5,2015,53.818763,-89.83509289999999,ON
ATTAWAPISKAT,416,2,2009,52.9265542,-82.4304748,ON
UMIUJAQ,726,3,2011,56.5392892,-76.5204693,ON
TIMMINS,4876,5,2014,48.566513,-81.37204299999999,ON
SANIKILUAQ,468,3,2018,56.53598599999999,-79.2461486,ON
VAL D'OR,1799,5,2008,48.05348799999999,-77.783177,ON
NEMISCAU,518,2,2008,51.69103699999999,-76.13552589999999,ON
WEMINDJI,624,2,2005,53.01061259999999,-78.8309781,ON
WEMINDJI,622,2,2008,53.01061259999999,-78.8309781,ON
MOOSONEE,1130,3,2008,51.2897031,-80.6127405,ON
SAULT STE-MARIE,4583,6,2014,46.485279,-84.500438,ON
BIG TROUT LAKE,967,6,2013,53.818763,-89.83509289999999,ON
TIMMINS,4575,4,2009,48.566513,-81.37204299999999,ON
NAKINA,1047,2,2008,50.1830527,-86.69728219999999,ON
ATTAWAPISKAT,414,2,2008,52.9265542,-82.4304748,ON
PEAWANUCK,103,1,2003,54.98932600000001,-85.43906609999999,ON
SANDY LAKE,893,6,2003,53.0641646,-93.3444368,ON
PIKANGIKUM,1094,5,2011,51.820011,-93.974114,ON
MOOSONEE,1169,3,2005,51.2897031,-80.6127405,ON
NORTH BAY,2616,3,2008,46.3572071,-79.4270197,ON
LESTER B. PEARSON,186728,330,2007,43.67771760000001,-79.6248197,ON
RED LAKE,3862,10,2008,51.0669864,-93.7941053,ON
UMIUJAQ,648,3,2010,56.5392892,-76.5204693,ON
ATTAWAPISKAT,672,4,2016,52.9265542,-82.4304748,ON
PEAWANUCK,104,1,2015,54.98932600000001,-85.43906609999999,ON
NEMISCAU,517,2,2007,51.69103699999999,-76.13552589999999,ON
SHAMATTAWA,391,3,2006,55.85942,-92.08208599999999,ON
SACHIGO LAKE,858,7,2003,53.0641646,-93.3444368,ON
ROUYN,1202,2,2005,48.2119059,-78.8292605,ON
VAL D'OR,2234,6,2012,48.05348799999999,-77.783177,ON
KUUJJUARAPIK,1376,7,2008,55.2828293,-77.7581727,ON
ATTAWAPISKAT,413,2,2007,52.9265542,-82.4304748,ON
RED LAKE,4014,12,2011,51.0669864,-93.7941053,ON
THUNDER BAY,12106,22,2008,48.37426019999999,-89.3194986,ON
OTTAWA INTL,37755,111,2015,45.319212,-75.66916520000001,ON
VAL D'OR,2164,6,2010,48.05348799999999,-77.783177,ON
PIKANGIKUM,156,1,2005,51.820011,-93.974114,ON
WINDSOR,2267,1,2007,42.2715029,-82.9582822,ON
FORT SEVERN,183,2,2007,56.0186303,-87.67922539999999,ON
PIKANGIKUM,660,6,2014,51.820011,-93.974114,ON
SUDBURY,7486,7,2010,46.6228445,-80.7956531,ON
VAL D'OR,2220,6,2011,48.05348799999999,-77.783177,ON
FORT HOPE,467,5,2014,51.561711,-87.906953,ON
ISLAND LAKE/GARDEN HILL,1982,2,2007,41.9741625,-87.9073214,ON
ISLAND LAKE/GARDEN HILL,1148,3,2016,41.9741625,-87.9073214,ON
SHAMATTAWA,557,2,2003,55.85942,-92.08208599999999,ON
NAKINA,1099,2,2004,50.1830527,-86.69728219999999,ON
WASKAGANISH,1340,6,2014,51.4756741,-78.751764,ON
WEBEQUIE,1275,11,2007,52.962098,-87.373893,ON
LANDSDOWNE HOUSE,1748,6,2007,52.197559,-87.9351437,ON
SIOUX LOOKOUT,6523,26,2015,50.1151029,-91.9027131,ON
NORTH BAY,1882,5,2015,46.3572071,-79.4270197,ON
FORT HOPE,2453,8,2007,51.561711,-87.906953,ON
REPULSE BAY,576,4,2008,43.67771760000001,-79.6248197,ON
MOOSONEE,1225,2,2017,51.2897031,-80.6127405,ON
MOOSONEE,1229,3,2004,51.2897031,-80.6127405,ON
FORT FRANCES,847,2,2003,48.654167,-93.439722,ON
HOLMAN,260,2,2004,44.9334686,-93.0601241,ON
KITCHENER,2268,3,2008,43.4557903,-80.3858475,ON
RED LAKE,3004,8,2015,51.0669864,-93.7941053,ON
WEBEQUIE,736,3,2012,52.962098,-87.373893,ON
PEAWANUCK,104,1,2004,54.98932600000001,-85.43906609999999,ON
SANDY LAKE,608,8,2004,53.0641646,-93.3444368,ON
ATTAWAPISKAT,702,2,2003,52.9265542,-82.4304748,ON
GODS RIVER,100,2,2005,54.838142,-94.0564339,ON
KASABONIKA,836,5,2012,53.524722,-88.642778,ON
VAL D'OR,1576,5,2007,48.05348799999999,-77.783177,ON
WEMINDJI,621,2,2007,53.01061259999999,-78.8309781,ON
REPULSE BAY,577,4,2007,43.67771760000001,-79.6248197,ON
HAMILTON,2929,19,2013,43.1685644,-79.9288234,ON
GILLAM,548,2,2007,56.357051,-94.705728,ON
FOND DU LAC,99,3,2017,43.7696897,-88.4842863,ON
KAPUSKASING,1077,1,2007,49.418308,-82.4701367,ON
KUUJJUARAPIK,1166,8,2003,55.2828293,-77.7581727,ON
SUDBURY,8864,6,2007,46.6228445,-80.7956531,ON
KAPUSKASING,1257,1,2009,49.418308,-82.4701367,ON
KENORA,1445,3,2007,49.7867097,-94.3657982,ON
KITCHENER,1409,3,2007,43.4557903,-80.3858475,ON
FORT FRANCES,1211,2,2007,48.654167,-93.439722,ON
ALMA,731,2,2013,43.323929,-84.6883677,ON
UMIUJAQ,521,3,2005,56.5392892,-76.5204693,ON
FORT FRANCES,903,2,2004,48.654167,-93.439722,ON
DRYDEN,1790,5,2005,49.8317438,-92.7445381,ON
KUUJJUARAPIK,1294,5,2018,55.2828293,-77.7581727,ON
NAKINA,1001,2,2006,50.1830527,-86.69728219999999,ON
SHAMATTAWA,85,3,2015,55.85942,-92.08208599999999,ON
SANIKILUAQ,172,1,2007,56.53598599999999,-79.2461486,ON
RED SUCKER LAKE,994,1,2008,54.1689608,-93.563234,ON
FORT ALBANY,711,2,2018,52.2052291,-81.6882971,ON
NORTH BAY,2429,4,2011,46.3572071,-79.4270197,ON
KAPUSKASING,142,1,2017,49.418308,-82.4701367,ON
VAL D'OR,1605,4,2005,48.05348799999999,-77.783177,ON
KENORA,1252,3,2013,49.7867097,-94.3657982,ON
WEBEQUIE,927,4,2011,52.962098,-87.373893,ON
KENORA,1560,4,2008,49.7867097,-94.3657982,ON
GODS RIVER,327,4,2006,54.838142,-94.0564339,ON
ISLAND LAKE/GARDEN HILL,498,2,2006,41.9741625,-87.9073214,ON
EASTMAIN,618,2,2010,52.23078460000001,-78.5195816,ON
RED SUCKER LAKE,84,1,2009,54.1689608,-93.563234,ON
WEBEQUIE,625,1,2006,52.962098,-87.373893,ON
SANDY LAKE,1562,10,2016,53.0641646,-93.3444368,ON
ISLAND LAKE/GARDEN HILL,159,3,2005,41.9741625,-87.9073214,ON
WASKAGANISH,1190,4,2011,51.4756741,-78.751764,ON
BUTTONVILLE,811,2,2004,43.8618446,-79.3695644,ON
KITCHENER,1591,3,2010,43.4557903,-80.3858475,ON
SAULT STE-MARIE,4088,3,2007,46.485279,-84.500438,ON
LESTER B. PEARSON,157985,334,2003,43.67771760000001,-79.6248197,ON
EASTMAIN,374,2,2018,52.23078460000001,-78.5195816,ON
MOOSONEE,1129,3,2009,51.2897031,-80.6127405,ON
NEMISCAU,523,2,2005,51.69103699999999,-76.13552589999999,ON
PIKANGIKUM,1412,9,2008,51.820011,-93.974114,ON
EASTMAIN,622,2,2006,52.23078460000001,-78.5195816,ON
PEAWANUCK,103,1,2006,54.98932600000001,-85.43906609999999,ON
WEMINDJI,622,2,2006,53.01061259999999,-78.8309781,ON
HAMILTON,6566,20,2006,43.1685644,-79.9288234,ON
TIMMINS,3879,8,2018,48.566513,-81.37204299999999,ON
KUUJJUARAPIK,1248,6,2010,55.2828293,-77.7581727,ON
HAMILTON,3280,25,2016,43.1685644,-79.9288234,ON
REPULSE BAY,626,5,2006,43.67771760000001,-79.6248197,ON
NORTH BAY,1988,5,2014,46.3572071,-79.4270197,ON
PIKANGIKUM,1060,6,2010,51.820011,-93.974114,ON
MOOSONEE,1055,3,2015,51.2897031,-80.6127405,ON
SARNIA,1061,1,2005,42.9932232,-82.3062709,ON
GODS NARROWS,635,2,2003,54.5534811,-94.4816864,ON
BUTTONVILLE,1829,2,2003,43.8618446,-79.3695644,ON
KAPUSKASING,859,1,2006,49.418308,-82.4701367,ON
SANIKILUAQ,180,1,2008,56.53598599999999,-79.2461486,ON
SAULT STE-MARIE,3920,3,2006,46.485279,-84.500438,ON
OTTAWA INTL,32194,60,2006,45.319212,-75.66916520000001,ON
ROUYN,2081,6,2013,48.2119059,-78.8292605,ON
SIOUX LOOKOUT,5705,29,2007,50.1151029,-91.9027131,ON
LESTER B. PEARSON,172065,330,2004,43.67771760000001,-79.6248197,ON
UMIUJAQ,797,3,2015,56.5392892,-76.5204693,ON
LANDSDOWNE HOUSE,1288,2,2005,52.197559,-87.9351437,ON
SACHIGO LAKE,448,7,2007,53.0641646,-93.3444368,ON
NAKINA,1043,2,2009,50.1830527,-86.69728219999999,ON
TIMMINS,5378,5,2012,48.566513,-81.37204299999999,ON
SUDBURY,8766,6,2006,46.6228445,-80.7956531,ON
FORT FRANCES,1231,3,2009,48.654167,-93.439722,ON
WINDSOR,3548,8,2014,42.2715029,-82.9582822,ON
SARNIA,1468,3,2003,42.9932232,-82.3062709,ON
FOND DU LAC,799,2,2006,43.7696897,-88.4842863,ON
SAULT STE-MARIE,4219,3,2008,46.485279,-84.500438,ON
RED LAKE,3842,10,2010,51.0669864,-93.7941053,ON
THUNDER BAY,9999,22,2014,48.37426019999999,-89.3194986,ON
WASKAGANISH,1390,5,2003,51.4756741,-78.751764,ON
LANDSDOWNE HOUSE,525,3,2015,52.197559,-87.9351437,ON
BIG TROUT LAKE,1527,9,2008,53.818763,-89.83509289999999,ON
KASABONIKA,303,3,2005,53.524722,-88.642778,ON
REPULSE BAY,965,9,2003,43.67771760000001,-79.6248197,ON
PICKLE LAKE,476,3,2014,51.44695249999999,-90.21150349999999,ON
BIG TROUT LAKE,1154,6,2010,53.818763,-89.83509289999999,ON
KASABONIKA,1358,7,2003,53.524722,-88.642778,ON
WEBEQUIE,663,2,2005,52.962098,-87.373893,ON
FORT HOPE,1785,3,2005,51.561711,-87.906953,ON
KITCHENER,1005,1,2005,43.4557903,-80.3858475,ON
LANDSDOWNE HOUSE,1250,2,2006,52.197559,-87.9351437,ON
SIOUX LOOKOUT,7257,32,2016,50.1151029,-91.9027131,ON
GODS RIVER,635,2,2003,54.838142,-94.0564339,ON
THUNDER BAY,10552,21,2013,48.37426019999999,-89.3194986,ON
WINDSOR,2442,2,2005,42.2715029,-82.9582822,ON
KUUJJUARAPIK,1370,7,2007,55.2828293,-77.7581727,ON
RED LAKE,2015,4,2005,51.0669864,-93.7941053,ON
CAT LAKE,283,2,2007,51.7265404,-91.8282928,ON
HOLMAN,313,3,2015,44.9334686,-93.0601241,ON
NORTH BAY,2454,4,2007,46.3572071,-79.4270197,ON
NORTH BAY,2339,3,2010,46.3572071,-79.4270197,ON
PIKANGIKUM,1097,5,2012,51.820011,-93.974114,ON
TIMMINS,4175,7,2017,48.566513,-81.37204299999999,ON
PEAWANUCK,104,1,2005,54.98932600000001,-85.43906609999999,ON
SANDY LAKE,156,1,2005,53.0641646,-93.3444368,ON
KASABONIKA,766,9,2004,53.524722,-88.642778,ON
FOND DU LAC,1471,5,2003,43.7696897,-88.4842863,ON
HOLMAN,259,2,2006,44.9334686,-93.0601241,ON
LESTER B. PEARSON,192086,354,2008,43.67771760000001,-79.6248197,ON
NAKINA,1044,2,2007,50.1830527,-86.69728219999999,ON
SARNIA,1273,3,2009,42.9932232,-82.3062709,ON
FORT HOPE,340,4,2017,51.561711,-87.906953,ON
DRYDEN,1966,4,2008,49.8317438,-92.7445381,ON
KINGSTON,1728,2,2006,44.22349,-76.599458,ON
EASTMAIN,621,2,2007,52.23078460000001,-78.5195816,ON
MUSKRAT DAM,781,3,2011,53.44177089999999,-91.761989,ON
FORT ALBANY,650,2,2005,52.2052291,-81.6882971,ON
SHAMATTAWA,237,2,2005,55.85942,-92.08208599999999,ON
KENORA,1521,3,2012,49.7867097,-94.3657982,ON
BIG TROUT LAKE,199,2,2005,53.818763,-89.83509289999999,ON
GODS NARROWS,450,4,2006,54.5534811,-94.4816864,ON
NEMISCAU,689,5,2003,51.69103699999999,-76.13552589999999,ON
SIOUX LOOKOUT,7810,19,2010,50.1151029,-91.9027131,ON
FORT FRANCES,1071,4,2015,48.654167,-93.439722,ON
BIG TROUT LAKE,104,1,2006,53.818763,-89.83509289999999,ON
HAMILTON,2878,16,2011,43.1685644,-79.9288234,ON
SAULT STE-MARIE,3508,3,2005,46.485279,-84.500438,ON
SARNIA,1070,2,2007,42.9932232,-82.3062709,ON
LANDSDOWNE HOUSE,1876,6,2003,52.197559,-87.9351437,ON
CAT LAKE,1121,4,2003,51.7265404,-91.8282928,ON
SIOUX LOOKOUT,4924,37,2004,50.1151029,-91.9027131,ON
FORT ALBANY,1215,2,2003,52.2052291,-81.6882971,ON
WINDSOR,2162,1,2009,42.2715029,-82.9582822,ON
GILLAM,305,2,2004,56.357051,-94.705728,ON
CAT LAKE,378,5,2004,51.7265404,-91.8282928,ON
HOLMAN,257,2,2005,44.9334686,-93.0601241,ON
KITCHENER,1019,1,2006,43.4557903,-80.3858475,ON
ISLAND LAKE/GARDEN HILL,648,3,2003,41.9741625,-87.9073214,ON
REPULSE BAY,290,4,2009,43.67771760000001,-79.6248197,ON
FORT HOPE,1036,5,2011,51.561711,-87.906953,ON
VAL D'OR,2436,7,2004,48.05348799999999,-77.783177,ON
ISLAND LAKE/GARDEN HILL,168,2,2009,41.9741625,-87.9073214,ON
KUUJJUARAPIK,1248,8,2005,55.2828293,-77.7581727,ON
KITCHENER,1045,7,2015,43.4557903,-80.3858475,ON
BIG TROUT LAKE,1855,10,2003,53.818763,-89.83509289999999,ON
