,index,Unnamed: 0,lat,lng,city,state,date,year,month,Airport Name,Lat Airport,Lng Airport,Distance
192,194,194,46.5990787,-81.1823224,Sudbury (Canada),ON,1999-11-20T23:00:00.000Z,1999,11,Greater Sudbury Airport,46.6228445,-80.7956531,29.738849665726544
193,195,195,46.5990787,-81.1823224,Sudbury (Canada),ON,1999-11-20T01:00:00.000Z,1999,11,Greater Sudbury Airport,46.6228445,-80.7956531,29.738849665726544
194,196,196,43.9194098,-80.09882370000003,Orangeville (Ontario) (Canada),ON,2010-06-17T22:30:00.000Z,2010,6,Burbank Field,44.027743,-80.20532399999998,14.762170015428035
195,197,197,45.3402359,-80.03702209999999,Parry Sound (Canada),ON,2013-08-10T23:00:00.000Z,2013,8,Derbyshire Island Waterdrome,45.244313,-80.154032,14.067692006450446
196,198,198,44.9618052,-76.9845527,Plevna (Canada),ON,1986-08-10T21:00:00.000Z,1986,8,Tomvale Airport,44.91701810000001,-76.93607659999998,6.277944955936963
197,199,199,43.58162,-81.3395413,Hensall (north of) (Canada),ON,2003-07-13T11:45:00.000Z,2003,7,Centralia/James T. Field Memorial Aerodrome,43.287614399999995,-81.50684059999998,35.36145567069484
198,200,200,46.5990787,-81.1823224,Sudbury (Canada),ON,2002-07-09T19:00:00.000Z,2002,7,Greater Sudbury Airport,46.6228445,-80.7956531,29.738849665726544
199,201,201,46.521871,-84.31953730000002,Sault Ste. Marie (Canada),ON,2013-09-04T21:50:00.000Z,2013,9,Chippewa County International Airport,46.257757700000006,-84.47441740000001,31.683479356917037
200,202,202,44.3454166,-77.3346697,Roslin (Canada),ON,2001-04-02T18:00:00.000Z,2001,4,Belleville Airport,44.19195999999999,-77.309648,17.168347196070805
201,203,203,45.35465470000001,-75.89208084297141,Ottawa (west of) (Canada),ON,1988-08-14T23:00:00.000Z,1988,8,Cascades Water Aerodrome,45.585833,-75.86805600000001,25.76197494480705
202,204,204,44.98567360000001,-78.0683614,North Bay (Canada),ON,2010-08-03T20:00:00.000Z,2010,8,Pencil Lake Waterdrome,44.80638,-78.35121699999998,29.936397891664402
203,205,205,46.5990787,-81.1823224,Sudbury (Canada),ON,2006-06-15T21:00:00.000Z,2006,6,Greater Sudbury Airport,46.6228445,-80.7956531,29.738849665726544
204,206,206,45.22090220000001,-79.2935708,Port Sydney (Canada),ON,1998-06-01T13:00:00.000Z,1998,6,Dwight Airport,45.308553,-78.980631,26.42167907991374
205,207,207,46.521871,-84.31953730000002,Sault Ste. Marie (Canada),ON,2006-08-05T00:00:00.000Z,2006,8,Chippewa County International Airport,46.257757700000006,-84.47441740000001,31.683479356917037
206,208,208,46.5990787,-81.1823224,Sudbury (Canada),ON,1999-12-31T00:30:00.000Z,1999,12,Greater Sudbury Airport,46.6228445,-80.7956531,29.738849665726544
207,209,209,48.4061651,-89.2591414,Thunder Bay (Canada),ON,2001-07-22T03:53:00.000Z,2001,7,Helipad,48.42330379999999,-89.26975949999998,2.061520194768353
208,210,210,43.552024,-81.39010859999998,Goderich (Canada),ON,2009-07-30T22:15:00.000Z,2009,7,Centralia/James T. Field Memorial Aerodrome,43.287614399999995,-81.50684059999998,30.859746910045864
209,211,211,43.1507428,-79.3914037,Vineland (Canada),ON,2012-10-13T22:54:00.000Z,2012,10,Port Colborne Airport,42.87635349999999,-79.35574989999998,30.620992268271834
210,212,212,48.4061651,-89.2591414,Thunder Bay (Canada),ON,2004-01-03T21:00:00.000Z,2004,1,Helipad,48.42330379999999,-89.26975949999998,2.061520194768353
211,213,213,42.9981744,-82.30882038716479,Sarnia (Canada),ON,2016-08-27T22:15:00.000Z,2016,8,St. Clair County International Airport,42.91043899999999,-82.52809520000001,20.375509628840074
212,214,214,46.5990787,-81.1823224,Sudbury (south of) (Canada),ON,1998-10-30T12:30:00.000Z,1998,10,Greater Sudbury Airport,46.6228445,-80.7956531,29.738849665726544
213,215,215,43.7494975,-79.4928694,Fonthill (Canada),ON,1992-12-12T00:00:00.000Z,1992,12,Tottenham/Volk Airport,43.993352,-79.781904,35.69113536724086
214,216,216,48.4061651,-89.2591414,Thunder Bay (Canada),ON,1994-08-22T23:30:00.000Z,1994,8,Helipad,48.42330379999999,-89.26975949999998,2.061520194768353
215,217,217,48.4061651,-89.2591414,Thunder Bay (Canada),ON,2003-07-18T13:58:00.000Z,2003,7,Helipad,48.42330379999999,-89.26975949999998,2.061520194768353
216,218,218,44.86712720000001,-79.7063306,Gloucester (Canada),ON,2010-06-13T20:00:00.000Z,2010,6,Wyevale (Boker Field) Airport,44.6575774,-79.8816392,27.109221021127308
217,219,219,43.9435964,-78.2989055,Port Hope (Canada),ON,2014-07-26T23:00:00.000Z,2014,7,Oshawa Executive Airport,43.925570500000006,-78.8968637,48.0542662028617
218,220,220,48.4061651,-89.2591414,Thunder Bay (Canada),ON,2001-09-02T22:50:00.000Z,2001,9,Helipad,48.42330379999999,-89.26975949999998,2.061520194768353
219,221,221,44.98567360000001,-78.0683614,North Bay (Canada),ON,2004-11-30T05:00:00.000Z,2004,11,Pencil Lake Waterdrome,44.80638,-78.35121699999998,29.936397891664402
220,222,222,45.3402359,-80.03702209999999,Parry Sound (North of) (Canada),ON,1996-07-01T22:00:00.000Z,1996,7,Derbyshire Island Waterdrome,45.244313,-80.154032,14.067692006450446
221,223,223,44.98567360000001,-78.0683614,North Bay (Canada),ON,2013-03-15T23:30:00.000Z,2013,3,Pencil Lake Waterdrome,44.80638,-78.35121699999998,29.936397891664402
222,224,224,46.521871,-84.31953730000002,Sault Ste. Marie (Canada),ON,2002-05-09T04:15:00.000Z,2002,5,Chippewa County International Airport,46.257757700000006,-84.47441740000001,31.683479356917037
223,225,225,44.5225043,-80.9416918553959,Owen Sound (Canada),ON,1996-08-11T00:45:00.000Z,1996,8,Southampton Airport,44.494808,-81.336766,31.565787940978254
224,226,226,43.50984295,-80.5306305,Carlisle (Canada),ON,2010-10-15T22:00:00.000Z,2010,10,Elmira (East) Airport,43.593756299999995,-80.51510440000001,9.407106420669871
225,227,227,45.3402359,-80.03702209999999,Parry Sound (Canada),ON,2007-02-20T18:20:00.000Z,2007,2,Derbyshire Island Waterdrome,45.244313,-80.154032,14.067692006450446
226,228,228,48.4061651,-89.2591414,Thunder Bay (Canada),ON,2005-08-17T03:00:00.000Z,2005,8,Helipad,48.42330379999999,-89.26975949999998,2.061520194768353
227,229,229,45.0985521,-75.2339219,Chesterville (Canada),ON,1998-10-19T04:40:00.000Z,1998,10,Embrun Airport,45.23959800000001,-75.30224399999999,16.56982389773604
228,230,230,48.4061651,-89.2591414,Thunder Bay (Canada),ON,2006-07-05T03:00:00.000Z,2006,7,Helipad,48.42330379999999,-89.26975949999998,2.061520194768353
229,231,231,42.623613,-80.45017790000001,Port Rowan (Canada),ON,2014-04-23T23:00:00.000Z,2014,4,Straffordville Airport,42.738333000000004,-80.81666700000001,32.62952134380762
230,232,232,43.0377252,-80.8821103,Ingersoll,ON,2016-06-15T20:00:00.000Z,2016,6,Woodstock Airport,43.11107820000001,-80.82423829999998,9.413943260342021
231,233,233,44.1156917,-81.148928,Kincardine (Canada),ON,2004-10-06T20:30:00.000Z,2004,10,Teeswater (Thompson Field) Airport,43.94833300000001,-81.27194399999999,21.048656935426976
232,234,234,44.1833,-79.8370971,Alliston (Canada),ON,2012-09-12T22:15:00.000Z,2012,9,Burbank Field,44.027743,-80.20532399999998,34.17490054234425
233,235,235,48.4061651,-89.2591414,Thunder Bay (Canada),ON,1994-10-08T20:00:00.000Z,1994,10,Helipad,48.42330379999999,-89.26975949999998,2.061520194768353
234,236,236,44.48403270000001,-77.6810687,Marmora (Canada),ON,2011-08-14T00:30:00.000Z,2011,8,Belleville Airport,44.19195999999999,-77.309648,43.93954934230755
235,237,237,46.521871,-84.31953730000002,Sault Ste. Marie (Canada),ON,2005-07-15T00:00:00.000Z,2005,7,Chippewa County International Airport,46.257757700000006,-84.47441740000001,31.683479356917037
236,238,238,45.1528107,-79.1111997,Baysville (Canada),ON,1975-07-01T17:00:00.000Z,1975,7,Dwight Airport,45.308553,-78.980631,20.117729674543764
237,239,239,48.4061651,-89.2591414,Thunder Bay (Canada),ON,2005-12-01T05:00:00.000Z,2005,12,Helipad,48.42330379999999,-89.26975949999998,2.061520194768353
238,240,240,45.1403085,-76.1460108,Carleton Place (Canada),ON,2014-12-07T16:20:00.000Z,2014,12,South Renfrew Muni Waterdrome,45.406832,-76.35972290000001,34.03848859046805
239,241,241,42.3189421,-82.8863047,Tecumseh (Canada),ON,2013-08-25T01:00:00.000Z,2013,8,Cottam Airport,42.139764,-82.65274000000001,27.71077998659894
240,242,242,46.521871,-84.31953730000002,Sault Ste Marie (Canada),ON,2013-06-08T23:30:00.000Z,2013,6,Chippewa County International Airport,46.257757700000006,-84.47441740000001,31.683479356917037
241,243,243,44.2969534,-77.56121529999999,Campbellford (Canada),ON,2004-08-28T16:00:00.000Z,2004,8,Belleville Airport,44.19195999999999,-77.309648,23.235439010788806
242,244,244,42.623613,-80.45017790000001,Port Rowan (Canada),ON,2011-02-15T01:00:00.000Z,2011,2,Straffordville Airport,42.738333000000004,-80.81666700000001,32.62952134380762
243,245,245,46.521871,-84.31953730000002,Sault Ste. Marie (Canada),ON,2005-09-09T21:00:00.000Z,2005,9,Chippewa County International Airport,46.257757700000006,-84.47441740000001,31.683479356917037
244,246,246,46.521871,-84.31953730000002,Sault Ste. Marie (Canada),ON,2002-06-15T21:00:00.000Z,2002,6,Chippewa County International Airport,46.257757700000006,-84.47441740000001,31.683479356917037
245,247,247,44.54948445,-78.2614398166359,Kawartha Lakes (Canada),ON,2016-01-16T03:00:00.000Z,2016,1,Pencil Lake Waterdrome,44.80638,-78.35121699999998,29.421695699399017
246,248,248,42.9981744,-82.30882038716479,Sarnia (Canada),ON,2009-08-25T01:30:00.000Z,2009,8,St. Clair County International Airport,42.91043899999999,-82.52809520000001,20.375509628840074
247,249,249,43.76012025,-77.68316025176699,Ontario (Canada),ON,2007-10-16T12:00:00.000Z,2007,10,Severn NDB ZZR 317,44.0527285,-77.6266046,32.827725181338614
248,250,250,45.4210328,-75.6900218,Ottawa,ON,2014-10-24T06:55:00.000Z,2014,10,Cascades Water Aerodrome,45.585833,-75.86805600000001,23.00172746564276
249,251,251,44.3494984,-80.2529708,Singhampton (Canada),ON,1991-06-15T23:50:00.000Z,1991,6,Burbank Field,44.027743,-80.20532399999998,35.95452476747599
250,252,252,45.1403085,-76.1460108,Carleton Place (Canada),ON,2011-10-23T22:50:00.000Z,2011,10,South Renfrew Muni Waterdrome,45.406832,-76.35972290000001,34.03848859046805
251,253,253,45.0380407,-78.5512262,Haliburton (Canada),ON,2008-07-25T21:50:00.000Z,2008,7,Pencil Lake Waterdrome,44.80638,-78.35121699999998,30.201776746262528
252,254,254,45.35465470000001,-75.89208084297141,Ottawa (east) (Canada),ON,2005-06-14T18:00:00.000Z,2005,6,Cascades Water Aerodrome,45.585833,-75.86805600000001,25.76197494480705
253,255,255,46.521871,-84.31953730000002,Sault Ste. Marie (Canada),ON,2004-06-10T09:15:00.000Z,2004,6,Chippewa County International Airport,46.257757700000006,-84.47441740000001,31.683479356917037
254,256,256,43.552024,-81.39010859999998,Goderich (Canada),ON,2003-04-15T01:00:00.000Z,2003,4,Centralia/James T. Field Memorial Aerodrome,43.287614399999995,-81.50684059999998,30.859746910045864
255,257,257,44.1074003,-78.8200171,Blackstock (Canada),ON,2016-06-26T03:20:00.000Z,2016,6,Baldwin Airfield,44.267272,-79.34070299999998,45.26220427921642
256,258,258,45.0380407,-78.5512262,Haliburton (Canada),ON,2001-09-16T00:30:00.000Z,2001,9,Pencil Lake Waterdrome,44.80638,-78.35121699999998,30.201776746262528
257,259,259,42.8885911,-82.45330129999998,Corunna (Canada),ON,2013-05-20T21:45:00.000Z,2013,5,St. Clair County International Airport,42.91043899999999,-82.52809520000001,6.573201412896747
258,260,260,44.2477838,-76.30795520000002,Howe Island (Canada),ON,2003-01-15T19:00:00.000Z,2003,1,Watertown International Airport,43.99566269999999,-76.02236500000001,36.15720465355936
259,261,261,44.98567360000001,-78.0683614,North Bay (Canada),ON,2004-09-14T18:00:00.000Z,2004,9,Pencil Lake Waterdrome,44.80638,-78.35121699999998,29.936397891664402
260,262,262,46.521871,-84.31953730000002,Sault Ste Marie (Canada),ON,1980-06-13T22:00:00.000Z,1980,6,Chippewa County International Airport,46.257757700000006,-84.47441740000001,31.683479356917037
261,263,263,43.16858,-79.4661099,Lindsey (Canada),ON,2012-10-21T08:00:00.000Z,2012,10,Port Colborne Airport,42.87635349999999,-79.35574989999998,33.68761092314559
262,264,264,46.521871,-84.31953730000002,Sault Ste. Marie (Canada),ON,1991-09-21T23:00:00.000Z,1991,9,Chippewa County International Airport,46.257757700000006,-84.47441740000001,31.683479356917037
263,265,265,44.98567360000001,-78.0683614,North Bay (Canada),ON,2004-02-24T19:44:00.000Z,2004,2,Pencil Lake Waterdrome,44.80638,-78.35121699999998,29.936397891664402
264,266,266,42.9990825,-81.3015041,Concord (Canada),ON,2007-06-20T22:15:00.000Z,2007,6,Melbourne Airport,42.82444599999999,-81.548813,28.003628371904902
265,267,267,44.9524095,-78.6947177,Minden (Canada),ON,2000-08-30T23:05:00.000Z,2000,8,Head Lake Waterdrome,44.721575,-78.909864,30.78043495112555
266,268,268,44.5925129,-80.001726,Tiny (Canada),ON,2013-07-04T22:20:00.000Z,2013,7,Wyevale (Boker Field) Airport,44.6575774,-79.8816392,11.962346935815523
267,269,269,43.521564,-80.2078517,Bath (Canada),ON,2012-07-01T23:00:00.000Z,2012,7,Elmira (East) Airport,43.593756299999995,-80.51510440000001,26.089438822269766
268,270,270,42.2362578,-83.09487320000002,Lasalle (Canada),ON,2000-12-18T06:15:00.000Z,2000,12,Cottam Airport,42.139764,-82.65274000000001,38.06322844730304
269,271,271,42.9658012,-81.59169759999997,Strathroy (Canada),ON,2001-08-14T22:45:00.000Z,2001,8,Melbourne Airport,42.82444599999999,-81.548813,16.089173668439066
270,272,272,44.98567360000001,-78.0683614,North Bay (Canada),ON,2012-12-24T22:00:00.000Z,2012,12,Pencil Lake Waterdrome,44.80638,-78.35121699999998,29.936397891664402
271,273,273,43.552024,-81.39010859999998,Goderich (Canada),ON,2001-07-27T00:20:00.000Z,2001,7,Centralia/James T. Field Memorial Aerodrome,43.287614399999995,-81.50684059999998,30.859746910045864
272,274,274,43.3313677,-79.895493,Waterdown (Canada),ON,2014-04-29T23:30:00.000Z,2014,4,Grand River Waterdrome,43.086110999999995,-80.05166700000001,30.057980356942764
273,275,275,42.6087264,-82.51813502142541,Walpole Island (Canada),ON,2014-08-16T22:38:00.000Z,2014,8,Stoney Point (Le Cunff) Airport,42.295556,-82.535,34.81526920674935
274,276,276,44.4175281,-80.09982480000002,Stayner (Canada),ON,2014-04-20T21:05:00.000Z,2014,4,Wyevale (Boker Field) Airport,44.6575774,-79.8816392,31.816077779816784
275,277,277,44.2518913,-77.4422054,Foxboro (Canada),ON,2004-08-31T21:10:00.000Z,2004,8,Belleville Airport,44.19195999999999,-77.309648,12.511675751545193
276,278,278,43.9194098,-80.09882370000003,Orangeville (Canada),ON,2002-04-01T23:30:00.000Z,2002,4,Burbank Field,44.027743,-80.20532399999998,14.762170015428035
277,279,279,44.2600304,-76.5059923457835,Kingston (Canada),ON,2015-03-12T21:30:00.000Z,2015,3,Tyendinaga Mohawk Airfield,44.183391,-77.10293899999998,48.454258833695654
278,280,280,42.8850972,-79.2521394,Port Colborne (Canada),ON,2009-10-03T20:44:00.000Z,2009,10,Port Colborne Airport,42.87635349999999,-79.35574989999998,8.520371793017656
279,281,281,44.86712720000001,-79.7063306,Gloucester (Canada),ON,1978-01-06T17:00:00.000Z,1978,1,Wyevale (Boker Field) Airport,44.6575774,-79.8816392,27.109221021127308
280,282,282,45.30849065,-75.9195011659319,Kanta (Canada),ON,2010-10-03T22:50:00.000Z,2010,10,Cascades Water Aerodrome,45.585833,-75.86805600000001,31.08560165895983
281,283,283,44.47569445,-80.08241536062809,Wasaga Beach (Canada),ON,2015-08-22T21:00:00.000Z,2015,8,Wyevale (Boker Field) Airport,44.6575774,-79.8816392,25.746569907878005
282,284,284,46.521871,-84.31953730000002,Sault Ste. Marie (Canada),ON,2010-07-26T23:00:00.000Z,2010,7,Chippewa County International Airport,46.257757700000006,-84.47441740000001,31.683479356917037
283,285,285,44.692686,-79.8696737,Penetanguishene (Canada),ON,2013-08-08T22:45:00.000Z,2013,8,Wyevale (Boker Field) Airport,44.6575774,-79.8816392,4.015160997218144
284,286,286,44.2988329,-77.905311,Bolton (Canada),ON,2016-01-11T20:30:00.000Z,2016,1,Belleville Airport,44.19195999999999,-77.309648,49.038014784070974
285,287,287,43.5902277,-80.12900429999998,Milton (Canada),ON,2014-06-14T23:15:00.000Z,2014,6,Smith Field,43.775844899999996,-80.229815,22.167306573446748
286,288,288,44.78423505,-79.23067119272821,Black River (Canada),ON,1997-03-12T21:00:00.000Z,1997,3,Matchedash Lake Waterdrome,44.788925,-79.500198,21.336436593595
287,289,289,44.6668875,-79.47904820000002,Warminster (Canada),ON,2013-06-08T22:45:00.000Z,2013,6,Matchedash Lake Waterdrome,44.788925,-79.500198,13.66470126642858
288,290,290,43.76012025,-77.68316025176699,Ontario (Canada),ON,2007-02-25T14:00:00.000Z,2007,2,Severn NDB ZZR 317,44.0527285,-77.6266046,32.827725181338614
289,291,291,45.5500786,-74.8029144,Caledonia (Canada),ON,2003-12-04T11:00:00.000Z,2003,12,Pendleton Airport,45.482706,-75.09845,24.2754743100343
290,292,292,44.2485153,-76.9503387,Napanee (Canada),ON,2015-09-24T20:00:00.000Z,2015,9,Belleville Airport,44.19195999999999,-77.309648,29.391660498942144
291,293,293,44.3114259,-78.8004253,Little Britain (Canada),ON,1999-01-21T06:00:00.000Z,1999,1,Head Lake Waterdrome,44.721575,-78.909864,46.39985552311073
292,294,294,43.3313677,-79.895493,Waterdown (Canada),ON,2013-12-25T20:00:00.000Z,2013,12,Grand River Waterdrome,43.086110999999995,-80.05166700000001,30.057980356942764
293,295,295,44.80999970000001,-76.4121203,Douglas (Canada),ON,1977-07-15T23:00:00.000Z,1977,7,Language Achievement Canada,45.14640439999999,-76.1321141,43.42154356839969
294,296,296,44.2485153,-76.9503387,Napanee (Canada),ON,2011-12-20T14:27:00.000Z,2011,12,Belleville Airport,44.19195999999999,-77.309648,29.391660498942144
